ID_Parcela;Predio;INDV;CAP;DAP_cm;Angulo -;Angulo +;Angulo +2;Distancia;HT_m;HC_m;Ctronco;A_Basal (m2);Vol_T;Vol_C;;;;;;;
PL57;Porvenir;34;33,60;10,70;10;40;10;23;11,50;4,60;;0,01;0,05;0,02;;;;;;;
PL57;Porvenir;65;39,80;12,67;10;30;5;22,69;9,08;3,40;;0,01;0,05;0,02;;;;;;;
PL57;Porvenir;8;40,20;12,80;10;30;10;21,16;8,46;4,23;;0,01;0,05;0,02;;;;;;;
PL57;Porvenir;50;40,40;12,86;10;40;0;24,44;12,22;2,44;2;0,01;0,07;0,01;;;;;;;
PL57;Porvenir;10;40,50;12,89;10;30;10;22,65;9,06;4,53;2;0,01;0,05;0,03;;;;;;;
PL57;Porvenir;53;43,30;13,78;10;45;10;23,2;12,76;4,64;;0,01;0,09;0,03;;;;;;;
PL57;Porvenir;38;43,50;13,85;10;40;10;25,7;12,85;5,14;;0,02;0,09;0,03;;;;;;;
PL57;Porvenir;25;44,00;14,01;10;40;10;22;11,00;4,40;;0,02;0,08;0,03;;;;;;;
PL57;Porvenir;28;44,30;14,10;10;40;0;20;10,00;2,00;;0,02;0,07;0,01;;;;;;;
PL57;Porvenir;35;44,60;14,20;10;40;10;25,66;12,83;5,13;;0,02;0,09;0,04;;;;;;;
PL57;Porvenir;41;44,70;14,23;10;30;0;22,43;8,97;2,24;;0,02;0,06;0,02;;;;;;;
PL57;Porvenir;63B;44,90;14,29;10;40;10;21;10,50;4,20;;0,02;0,08;0,03;;;;;;;
PL57;Porvenir;6;45,20;14,39;10;30;0;18,64;7,46;1,86;3;0,02;0,05;0,01;;;;;;;
PL57;Porvenir;57;45,40;14,45;10;50;10;27,7;16,62;5,54;;0,02;0,12;0,04;;;;;;;
PL57;Porvenir;68;45,90;14,61;10;40;5;24,87;12,44;3,73;2;0,02;0,09;0,03;;;;;;;
PL57;Porvenir;46;45,90;14,61;10;40;10;19,82;9,91;3,96;;0,02;0,08;0,03;;;;;;;
PL57;Porvenir;24;46,10;14,67;10;40;0;20,63;10,32;2,06;;0,02;0,08;0,02;;;;;;;
PL57;Porvenir;22;46,20;14,71;10;40;5;21,96;10,98;3,29;;0,02;0,08;0,03;;;;;;;
PL57;Porvenir;55;46,20;14,71;10;40;10;20,28;10,14;4,06;;0,02;0,08;0,03;;;;;;;
PL57;Porvenir;45;46,70;14,87;10;30;0;20,82;8,33;2,08;2;0,02;0,07;0,02;;;;;;;
PL57;Porvenir;58;47,10;14,99;10;40;10;29,45;14,73;5,89;;0,02;0,12;0,05;;;;;;;
PL57;Porvenir;61;47,50;15,12;10;30;10;27,44;10,98;5,49;;0,02;0,09;0,04;;;;;;;
PL57;Porvenir;43;47,60;15,15;10;50;10;16,57;9,94;3,31;;0,02;0,08;0,03;;;;;;;
PL57;Porvenir;72;47,90;15,25;10;30;5;23,67;9,47;3,55;;0,02;0,08;0,03;;;;;;;
PL57;Porvenir;47;48,20;15,34;10;40;0;17,14;8,57;1,71;;0,02;0,07;0,01;;;;;;;
PL57;Porvenir;59;48,80;15,53;10;30;10;30,37;12,15;6,07;;0,02;0,10;0,05;;;;;;;
PL57;Porvenir;64;48,90;15,57;10;40;10;18,43;9,22;3,69;;0,02;0,08;0,03;;;;;;;
PL57;Porvenir;51;49,30;15,69;10;40;10;25,62;12,81;5,12;;0,02;0,11;0,04;;;;;;;
PL57;Porvenir;47;49,30;15,69;10;40;10;22,27;11,14;4,45;;0,02;0,10;0,04;;;;;;;
PL57;Porvenir;17;49,50;15,76;10;30;0;23,32;9,33;2,33;;0,02;0,08;0,02;;;;;;;
PL57;Porvenir;30;49,60;15,79;10;40;10;24,4;12,20;4,88;;0,02;0,11;0,04;;;;;;;
PL57;Porvenir;66;50,60;16,11;10;40;10;25,23;12,62;5,05;;0,02;0,12;0,05;;;;;;;
PL57;Porvenir;9;51,20;16,30;10;40;10;23,84;11,92;4,77;;0,02;0,11;0,04;;;;;;;
PL57;Porvenir;63;51,50;16,39;10;40;10;20,92;10,46;4,18;2;0,02;0,10;0,04;;;;;;;
PL57;Porvenir;16;51,50;16,39;10;20;0;20,36;6,11;2,04;;0,02;0,06;0,02;;;;;;;
PL57;Porvenir;26;51,60;16,42;10;40;0;23,9;11,95;2,39;2;0,02;0,11;0,02;;;;;;;
PL57;Porvenir;60;52,10;16,58;10;40;10;27,9;13,95;5,58;;0,02;0,14;0,05;;;;;;;
PL57;Porvenir;54;53,50;17,03;10;50;15;20,62;12,37;5,16;;0,02;0,13;0,05;;;;;;;
PL57;Porvenir;19;53,50;17,03;10;40;10;22,6;11,30;4,52;;0,02;0,12;0,05;;;;;;;
PL57;Porvenir;40;53,60;17,06;10;30;10;22,34;8,94;4,47;;0,02;0,09;0,05;;;;;;;
PL57;Porvenir;7;54,30;17,28;10;40;10;23,73;11,87;4,75;;0,02;0,13;0,05;;;;;;;
PL57;Porvenir;27;54,60;17,38;10;30;10;21,73;8,69;4,35;2;0,02;0,09;0,05;;;;;;;
PL57;Porvenir;15;54,70;17,41;10;40;10;21,73;10,87;4,35;;0,02;0,12;0,05;;;;;;;
PL57;Porvenir;23;55,80;17,76;10;40;10;19,26;9,63;3,85;;0,02;0,11;0,04;;;;;;;
PL57;Porvenir;42;56,30;17,92;10;30;10;20,33;8,13;4,07;2;0,03;0,09;0,05;;;;;;;
PL57;Porvenir;29;56,80;18,08;10;40;10;23,53;11,77;4,71;;0,03;0,14;0,05;;;;;;;
PL57;Porvenir;31;57,30;18,24;10;40;10;24,78;12,39;4,96;;0,03;0,15;0,06;;;;;;;
PL57;Porvenir;74;57,50;18,30;10;40;10;23,7;11,85;4,74;2;0,03;0,14;0,06;;;;;;;
PL57;Porvenir;70;57,50;18,30;10;40;10;21,56;10,78;4,31;;0,03;0,13;0,05;;;;;;;
PL57;Porvenir;18;58,20;18,53;10;40;10;25,16;12,58;5,03;;0,03;0,15;0,06;;;;;;;
PL57;Porvenir;33;58,20;18,53;10;40;10;20,2;10,10;4,04;2;0,03;0,12;0,05;;;;;;;
PL57;Porvenir;69;58,70;18,68;10;50;15;23,7;14,22;5,93;;0,03;0,18;0,07;;;;;;;
PL57;Porvenir;2;60,00;19,10;10;40;10;27,38;13,69;5,48;;0,03;0,18;0,07;;;;;;;
PL57;Porvenir;73;60,50;19,26;10;40;10;26,72;13,36;5,34;;0,03;0,18;0,07;;;;;;;
PL57;Porvenir;48;60,90;19,39;10;40;15;19,13;9,57;4,78;;0,03;0,13;0,06;;;;;;;
PL57;Porvenir;62;61,20;19,48;10;40;10;24,12;12,06;4,82;;0,03;0,16;0,06;;;;;;;
PL57;Porvenir;20;61,50;19,58;10;40;10;23,84;11,92;4,77;;0,03;0,16;0,06;;;;;;;
PL57;Porvenir;32;61,70;19,64;10;40;10;26;13,00;5,20;;0,03;0,18;0,07;;;;;;;
PL57;Porvenir;12;62,40;19,86;10;50;10;24;14,40;4,80;;0,03;0,20;0,07;;;;;;;
PL57;Porvenir;5;63,10;20,09;10;50;10;21,14;12,68;4,23;2;0,03;0,18;0,06;;;;;;;
PL57;Porvenir;3;63,40;20,18;10;40;10;27,5;13,75;5,50;;0,03;0,20;0,08;;;;;;;
PL57;Porvenir;44;63,40;20,18;10;50;15;21,64;12,98;5,41;;0,03;0,19;0,08;;;;;;;
PL57;Porvenir;39;64,40;20,50;10;50;15;24,86;14,92;6,22;;0,03;0,22;0,09;;;;;;;
PL57;Porvenir;21;65,60;20,88;10;45;10;23,82;13,10;4,76;;0,03;0,20;0,07;;;;;;;
PL57;Porvenir;13;66,80;21,26;10;50;10;24;14,40;4,80;;0,04;0,23;0,08;;;;;;;
PL57;Porvenir;71;67,80;21,58;10;50;15;21,6;12,96;5,40;;0,04;0,21;0,09;;;;;;;
PL57;Porvenir;1;69,20;22,03;10;50;20;21,68;13,01;6,50;;0,04;0,22;0,11;;;;;;;
PL57;Porvenir;14;69,70;22,19;10;50;10;21,75;13,05;4,35;2;0,04;0,23;0,08;;;;;;;
PL57;Porvenir;36;70,20;22,35;10;40;15;25,36;12,68;6,34;;0,04;0,22;0,11;;;;;;;
PL57;Porvenir;52;71,40;22,73;10;50;15;26,3;15,78;6,58;;0,04;0,29;0,12;;;;;;;
PL57;Porvenir;56;72,90;23,20;10;60;20;23,85;16,70;7,16;;0,04;0,32;0,14;;;;;;;
PL57;Porvenir;4;74,60;23,75;10;50;10;23,54;14,12;4,71;;0,04;0,28;0,09;;;;;;;
PL59;Morichal;26;42,10;13,40;10;45;15;18,45;10,15;4,61;;0,01;0,06;0,03;;;;;;;
PL59;Morichal;9;44,50;14,16;10;40;10;21,93;10,97;4,39;;0,02;0,08;0,03;;;;;;;
PL59;Morichal;6;44,60;14,20;10;45;15;21,9;12,05;5,48;;0,02;0,09;0,04;;;;;;;
PL59;Morichal;31;47,80;15,22;10;40;10;21,4;10,70;4,28;;0,02;0,09;0,04;;;;;;;
PL59;Morichal;27;48,50;15,44;10;45;15;20,92;11,51;5,23;2;0,02;0,10;0,04;;;;;;;
PL59;Morichal;22;49,50;15,76;10;25;10;22;7,70;4,40;;0,02;0,07;0,04;;;;;;;
PL59;Morichal;17;49,90;15,88;10;40;10;22,83;11,42;4,57;;0,02;0,10;0,04;;;;;;;
PL59;Morichal;8;50,50;16,07;10;45;15;24,33;13,38;6,08;;0,02;0,12;0,06;;;;;;;
PL59;Morichal;20;50,60;16,11;10;45;10;21,3;11,72;4,26;;0,02;0,11;0,04;;;;;;;
PL59;Morichal;13;50,90;16,20;10;35;10;25,1;11,30;5,02;;0,02;0,11;0,05;;;;;;;
PL59;Morichal;21;51,50;16,39;10;50;20;23,5;14,10;7,05;2;0,02;0,13;0,07;;;;;;;
PL59;Morichal;16;53,10;16,90;10;45;15;21;11,55;5,25;;0,02;0,12;0,05;;;;;;;
PL59;Morichal;4;54,50;17,35;10;45;15;22,5;12,38;5,63;;0,02;0,13;0,06;;;;;;;
PL59;Morichal;11;54,60;17,38;10;35;0;20,65;9,29;2,07;2;0,02;0,10;0,02;;;;;;;
PL59;Morichal;19;54,70;17,41;10;40;10;17,84;8,92;3,57;;0,02;0,10;0,04;;;;;;;
PL59;Morichal;1;55,50;17,67;10;50;20;22,27;13,36;6,68;;0,02;0,15;0,07;;;;;;;
PL59;Morichal;35;55,70;17,73;10;50;15;24,3;14,58;6,08;;0,02;0,16;0,07;;;;;;;
PL59;Morichal;3;57,70;18,37;10;50;10;23;13,80;4,60;;0,03;0,17;0,06;;;;;;;
PL59;Morichal;14;57,70;18,37;10;30;5;23,9;9,56;3,59;;0,03;0,11;0,04;;;;;;;
PL59;Morichal;29;58,20;18,53;10;40;10;21,16;10,58;4,23;;0,03;0,13;0,05;;;;;;;
PL59;Morichal;7;58,90;18,75;10;50;15;22,62;13,57;5,66;;0,03;0,17;0,07;;;;;;;
PL59;Morichal;2;59,60;18,97;10;50;25;22,6;13,56;7,91;;0,03;0,17;0,10;;;;;;;
PL59;Morichal;15;59,60;18,97;10;30;5;20,95;8,38;3,14;;0,03;0,11;0,04;;;;;;;
PL59;Morichal;12;59,70;19,00;10;55;20;22,86;14,86;6,86;;0,03;0,19;0,09;;;;;;;
PL59;Morichal;28;60,60;19,29;10;50;20;22,37;13,42;6,71;;0,03;0,18;0,09;;;;;;;
PL59;Morichal;18;60,80;19,35;10;45;10;20,7;11,39;4,14;2;0,03;0,15;0,06;;;;;;;
PL59;Morichal;10;62,30;19,83;10;50;10;18,17;10,90;3,63;2;0,03;0,15;0,05;;;;;;;
PL59;Morichal;32;63,30;20,15;10;55;25;21,65;14,07;7,58;;0,03;0,20;0,11;;;;;;;
PL59;Morichal;34;68,60;21,84;10;45;20;20,77;11,42;6,23;;0,04;0,19;0,11;;;;;;;
PL59;Morichal;25;70,30;22,38;10;30;10;21,8;8,72;4,36;;0,04;0,16;0,08;;;;;;;
PL59;Morichal;24;73,90;23,52;10;30;10;24,18;9,67;4,84;2;0,04;0,19;0,09;;;;;;;
PL59;Morichal;5;76,70;24,41;10;30;0;22,4;8,96;2,24;2;0,05;0,19;0,05;;;;;;;
PL59;Morichal;33;78,80;25,08;10;60;25;24,85;17,40;8,70;2;0,05;0,39;0,19;;;;;;;
PL59;Morichal;23;83,40;26,55;10;45;10;22,88;12,58;4,58;;0,06;0,31;0,11;;;;;;;
PL59;Morichal;30;85,50;27,22;10;45;20;22,84;12,56;6,85;;0,06;0,33;0,18;;;;;;;
PL62;Morichal;32;33,4;10,63;10;35;0;19,14;8,61;1,91;;0,01;0,03;0,01;;;;;;;
PL62;Morichal;20;38,9;12,38;10;40;0;18,53;9,27;1,85;2;0,01;0,05;0,01;;;;;;;
PL62;Morichal;18;39,9;12,70;10;40;0;20,9;10,45;2,09;;0,01;0,06;0,01;;;;;;;
PL62;Morichal;22;40,3;12,83;10;40;0;17,68;8,84;1,77;;0,01;0,05;0,01;;;;;;;
PL62;Morichal;38;40,5;12,89;10;20;0;25,7;7,71;2,57;;0,01;0,05;0,02;;;;;;;
PL62;Morichal;12;40,8;12,99;10;45;10;18,65;10,26;3,73;2;0,01;0,06;0,02;;;;;;;
PL62;Morichal;6;41,3;13,15;10;50;10;18,34;11,00;3,67;;0,01;0,07;0,02;;;;;;;
PL62;Morichal;16;44,1;14,04;10;40;10;20,25;10,13;4,05;;0,02;0,07;0,03;;;;;;;
PL62;Morichal;15;44,2;14,07;10;35;10;17,36;7,81;3,47;;0,02;0,05;0,02;;;;;;;
PL62;Morichal;21;44,5;14,16;10;25;0;20;7,00;2,00;;0,02;0,05;0,01;;;;;;;
PL62;Morichal;26;44,6;14,20;10;55;10;17,16;11,15;3,43;2;0,02;0,08;0,02;;;;;;;
PL62;Morichal;7;44,9;14,29;10;40;10;20,16;10,08;4,03;;0,02;0,07;0,03;;;;;;;
PL62;Morichal;19;45,5;14,48;10;45;15;21,12;11,62;5,28;2;0,02;0,09;0,04;;;;;;;
PL62;Morichal;23;45,9;14,61;10;45;10;17,91;9,85;3,58;2;0,02;0,07;0,03;;;;;;;
PL62;Morichal;11;46,7;14,87;10;55;10;16,8;10,92;3,36;;0,02;0,09;0,03;;;;;;;
PL62;Morichal;3;46,8;14,90;10;35;10;24,42;10,99;4,88;2;0,02;0,09;0,04;;;;;;;
PL62;Morichal;34;46,9;14,93;10;40;15;20,52;10,26;5,13;2;0,02;0,08;0,04;;;;;;;
PL62;Morichal;17;48,3;15,37;10;35;10;21,76;9,79;4,35;;0,02;0,08;0,04;;;;;;;
PL62;Morichal;13;48,6;15,47;10;45;10;21;11,55;4,20;2;0,02;0,10;0,04;;;;;;;
PL62;Morichal;8;49,2;15,66;10;55;10;21,73;14,12;4,35;;0,02;0,12;0,04;;;;;;;
PL62;Morichal;39;49,4;15,72;10;40;10;23,12;11,56;4,62;2;0,02;0,10;0,04;;;;;;;
PL62;Morichal;36;49,5;15,76;10;45;15;22,32;12,28;5,58;2;0,02;0,11;0,05;;;;;;;
PL62;Morichal;2;50,3;16,01;10;40;10;22,9;11,45;4,58;;0,02;0,10;0,04;;;;;;;
PL62;Morichal;28;52,2;16,62;10;50;15;21,3;12,78;5,33;;0,02;0,13;0,05;;;;;;;
PL62;Morichal;30;52,2;16,62;10;40;15;21,86;10,93;5,47;;0,02;0,11;0,05;;;;;;;
PL62;Morichal;31;52,5;16,71;10;45;0;18,48;10,16;1,85;;0,02;0,10;0,02;;;;;;;
PL62;Morichal;14;53,5;17,03;10;35;15;19,24;8,66;4,81;;0,02;0,09;0,05;;;;;;;
PL62;Morichal;29;53,6;17,06;10;55;15;21,81;14,18;5,45;2;0,02;0,15;0,06;;;;;;;
PL62;Morichal;9;54,6;17,38;10;50;15;18,35;11,01;4,59;;0,02;0,12;0,05;;;;;;;
PL62;Morichal;35;55,3;17,60;10;45;15;21,34;11,74;5,34;;0,02;0,13;0,06;;;;;;;
PL62;Morichal;40;55,5;17,67;10;35;15;23,3;10,49;5,83;;0,02;0,12;0,06;;;;;;;
PL62;Morichal;1;55,7;17,73;10;65;20;16,62;12,47;4,99;;0,02;0,14;0,06;;;;;;;
PL62;Morichal;5;57,1;18,18;10;60;15;19,24;13,47;4,81;;0,03;0,16;0,06;;;;;;;
PL62;Morichal;27;58,7;18,68;10;40;15;22,12;11,06;5,53;;0,03;0,14;0,07;;;;;;;
PL62;Morichal;37;59,2;18,84;10;45;15;23,48;12,91;5,87;2;0,03;0,16;0,07;;;;;;;
PL62;Morichal;10;60,5;19,26;10;35;10;19,83;8,92;3,97;;0,03;0,12;0,05;;;;;;;
PL62;Morichal;33;60,7;19,32;10;40;15;20,43;10,22;5,11;;0,03;0,14;0,07;;;;;;;
PL62;Morichal;4;64,2;20,44;10;45;20;21,83;12,01;6,55;;0,03;0,18;0,10;;;;;;;
PL62;Morichal;25;64,9;20,66;10;50;20;18,55;11,13;5,57;;0,03;0,17;0,08;;;;;;;
PL63;Porvenir;2;36,1;11,49;10;20;0;15,04;4,51;1,50;;0,01;0,02;0,01;;;;;;;
PL63;Porvenir;16;37,1;11,81;10;30;10;16,2;6,48;3,24;;0,01;0,03;0,02;;;;;;;
PL63;Porvenir;21;37,3;11,87;10;30;10;17,48;6,99;3,50;;0,01;0,03;0,02;;;;;;;
PL63;Porvenir;1;37,3;11,87;10;25;0;11,8;4,13;1,18;;0,01;0,02;0,01;;;;;;;
PL63;Porvenir;25;40;12,73;10;35;15;18,69;8,41;4,67;;0,01;0,05;0,03;;;;;;;
PL63;Porvenir;9;40;12,73;10;25;10;18,76;6,57;3,75;;0,01;0,04;0,02;;;;;;;
PL63;Porvenir;23;40,5;12,89;10;35;15;19,6;8,82;4,90;;0,01;0,05;0,03;;;;;;;
PL63;Porvenir;11;41,8;13,31;10;35;15;18,22;8,20;4,56;2;0,01;0,05;0,03;;;;;;;
PL63;Porvenir;33;42,1;13,40;10;40;15;17,33;8,67;4,33;;0,01;0,06;0,03;;;;;;;
PL63;Porvenir;7;42,2;13,43;10;35;15;22,34;10,05;5,59;2;0,01;0,06;0,04;;;;;;;
PL63;Porvenir;14;42,7;13,59;10;30;15;19,2;7,68;4,80;;0,01;0,05;0,03;;;;;;;
PL63;Porvenir;27;43,6;13,88;10;30;15;18,8;7,52;4,70;;0,02;0,05;0,03;;;;;;;
PL63;Porvenir;10;44,8;14,26;10;35;15;17,31;7,79;4,33;;0,02;0,06;0,03;;;;;;;
PL63;Porvenir;29;46;14,64;10;28;10;20,33;7,73;4,07;;0,02;0,06;0,03;;;;;;;
PL63;Porvenir;32;46,7;14,87;10;35;15;17,6;7,92;4,40;;0,02;0,06;0,03;;;;;;;
PL63;Porvenir;30;47,3;15,06;10;40;20;20,28;10,14;6,08;2;0,02;0,08;0,05;;;;;;;
PL63;Porvenir;26;47,5;15,12;10;35;15;20,85;9,38;5,21;;0,02;0,08;0,04;;;;;;;
PL63;Porvenir;4;49,3;15,69;10;30;15;18,14;7,26;4,54;;0,02;0,06;0,04;;;;;;;
PL63;Porvenir;19;49,5;15,76;10;45;20;19,69;10,83;5,91;3;0,02;0,10;0,05;;;;;;;
PL63;Porvenir;13;50;15,92;10;45;25;19,86;10,92;6,95;;0,02;0,10;0,06;;;;;;;
PL63;Porvenir;3;50,2;15,98;10;35;15;21,5;9,68;5,38;;0,02;0,09;0,05;;;;;;;
PL63;Porvenir;28;50,3;16,01;10;35;15;21,78;9,80;5,45;2;0,02;0,09;0,05;;;;;;;
PL63;Porvenir;17;50,5;16,07;10;40;15;19,73;9,87;4,93;;0,02;0,09;0,05;;;;;;;
PL63;Porvenir;15;50,8;16,17;10;35;15;16,4;7,38;4,10;;0,02;0,07;0,04;;;;;;;
PL63;Porvenir;8;52,3;16,65;10;35;15;16,33;7,35;4,08;2;0,02;0,07;0,04;;;;;;;
PL63;Porvenir;20;55;17,51;10;45;20;18,44;10,14;5,53;3;0,02;0,11;0,06;;;;;;;
PL63;Porvenir;5;57,8;18,40;10;40;20;21,73;10,87;6,52;;0,03;0,13;0,08;;;;;;;
PL63;Porvenir;12;58;18,46;10;40;20;19,58;9,79;5,87;;0,03;0,12;0,07;;;;;;;
PL63;Porvenir;18;58,7;18,68;10;40;20;17,6;8,80;5,28;;0,03;0,11;0,07;;;;;;;
PL63;Porvenir;6;59,8;19,03;10;30;15;18,6;7,44;4,65;;0,03;0,10;0,06;;;;;;;
PL63;Porvenir;22;60,3;19,19;10;35;15;20,04;9,02;5,01;;0,03;0,12;0,07;;;;;;;
PL63;Porvenir;24;61,4;19,54;10;45;20;21;11,55;6,30;;0,03;0,16;0,09;;;;;;;
PL63;Porvenir;31;62,5;19,89;10;40;20;20,82;10,41;6,25;;0,03;0,15;0,09;;;;;;;
PL70;Morichal;34;31,70;10,09;10;15;10;18,62;4,66;3,72;2,00;0,01;0,02;0,01;;;;;;;
PL70;Morichal;5;32,50;10,35;10;30;10;19,40;7,76;3,88;;0,01;0,03;0,01;;;;;;;
PL70;Morichal;15;33,20;10,57;10;40;10;13,80;6,90;2,76;2,00;0,01;0,03;0,01;;;;;;;
PL70;Morichal;31;33,70;10,73;10;15;10;17,17;4,29;3,43;2,00;0,01;0,02;0,01;;;;;;;
PL70;Morichal;24;34,20;10,89;10;30;0;19,00;7,60;1,90;;0,01;0,03;0,01;;;;;;;
PL70;Morichal;29;34,40;10,95;10;20;10;22,69;6,81;4,54;2,00;0,01;0,03;0,02;;;;;;;
PL70;Morichal;10;34,50;10,98;10;20;10;20,87;6,26;4,17;;0,01;0,03;0,02;;;;;;;
PL70;Morichal;33;34,60;11,01;10;35;20;17,20;7,74;5,16;;0,01;0,03;0,02;;;;;;;
PL70;Morichal;3;36,10;11,49;10;30;10;26,25;10,50;5,25;;0,01;0,05;0,02;;;;;;;
PL70;Morichal;6;36,10;11,49;10;30;10;17,33;6,93;3,47;;0,01;0,03;0,02;;;;;;;
PL70;Morichal;35;36,40;11,59;10;40;20;18,50;9,25;5,55;;0,01;0,04;0,03;;;;;;;
PL70;Morichal;11;37,60;11,97;10;30;10;20,50;8,20;4,10;;0,01;0,04;0,02;;;;;;;
PL70;Morichal;26;37,70;12,00;10;30;0;20,30;8,12;2,03;;0,01;0,04;0,01;;;;;;;
PL70;Morichal;22;37,70;12,00;10;20;10;23,85;7,16;4,77;;0,01;0,04;0,02;;;;;;;
PL70;Morichal;27;37,90;12,06;10;35;15;18,36;8,26;4,59;;0,01;0,04;0,02;;;;;;;
PL70;Morichal;4;39,20;12,48;10;20;10;16,62;4,99;3,32;;0,01;0,03;0,02;;;;;;;
PL70;Morichal;14;39,50;12,57;10;35;15;16,53;7,44;4,13;2,00;0,01;0,04;0,02;;;;;;;
PL70;Morichal;13;39,60;12,61;10;20;10;18,00;5,40;3,60;2,00;0,01;0,03;0,02;;;;;;;
PL70;Morichal;2;40,20;12,80;10;25;10;19,23;6,73;3,85;;0,01;0,04;0,02;;;;;;;
PL70;Morichal;12;42,10;13,40;10;40;15;17,54;8,77;4,39;2,00;0,01;0,06;0,03;;;;;;;
PL70;Morichal;25;42,50;13,53;10;25;15;19,72;6,90;4,93;2,00;0,01;0,04;0,03;;;;;;;
PL70;Morichal;21;43,20;13,75;10;35;10;17,82;8,02;3,56;;0,01;0,05;0,02;;;;;;;
PL70;Morichal;30;43,30;13,78;10;25;10;22,18;7,76;4,44;;0,01;0,05;0,03;;;;;;;
PL70;Morichal;17;44,90;14,29;10;40;5;16,53;8,27;2,48;;0,02;0,06;0,02;;;;;;;
PL70;Morichal;19;46,60;14,83;10;45;10;15,94;8,77;3,19;;0,02;0,07;0,02;;;;;;;
PL70;Morichal;23;49,10;15,63;10;45;10;15,36;8,45;3,07;;0,02;0,07;0,03;;;;;;;
PL71;Porvenir;12;31,5;10,03;10;35;15;17,9;8,06;4,48;;0,01;0,03;0,02;;;;;;;
PL71;Porvenir;23;31,6;10,06;10;25;10;17,13;6,00;3,43;;0,01;0,02;0,01;;;;;;;
PL71;Porvenir;9;32,9;10,47;10;15;0;19,82;4,96;1,98;2;0,01;0,02;0,01;;;;;;;
PL71;Porvenir;10;33,1;10,54;10;20;5;22,9;6,87;3,44;2;0,01;0,03;0,01;;;;;;;
PL71;Porvenir;6;34,6;11,01;10;25;5;20,3;7,11;3,05;;0,01;0,03;0,01;;;;;;;
PL71;Porvenir;1;34,9;11,11;10;5;2;15,17;2,28;1,82;;0,01;0,01;0,01;;;;;;;
PL71;Porvenir;4;36,5;11,62;10;30;10;21,63;8,65;4,33;;0,01;0,04;0,02;;;;;;;
PL71;Porvenir;18;37,6;11,97;10;30;10;17,58;7,03;3,52;;0,01;0,04;0,02;;;;;;;
PL71;Porvenir;16;38,4;12,22;10;30;10;13,47;5,39;2,69;2;0,01;0,03;0,01;;;;;;;
PL71;Porvenir;24;38,9;12,38;10;30;10;19,65;7,86;3,93;;0,01;0,04;0,02;;;;;;;
PL71;Porvenir;2;40;12,73;10;25;10;18;6,30;3,60;2;0,01;0,04;0,02;;;;;;;
PL71;Porvenir;22;40,2;12,80;10;30;10;17,12;6,85;3,42;2;0,01;0,04;0,02;;;;;;;
PL71;Porvenir;5;41,1;13,08;10;30;10;20,3;8,12;4,06;;0,01;0,05;0,02;;;;;;;
PL71;Porvenir;19;41,6;13,24;10;20;5;20,77;6,23;3,12;;0,01;0,04;0,02;;;;;;;
PL71;Porvenir;20;42,5;13,53;10;25;10;20,96;7,34;4,19;;0,01;0,05;0,03;;;;;;;
PL71;Porvenir;7;42,5;13,53;10;20;5;22,43;6,73;3,36;;0,01;0,04;0,02;;;;;;;
PL71;Porvenir;11;43,2;13,75;10;25;10;16,17;5,66;3,23;2;0,01;0,04;0,02;;;;;;;
PL71;Porvenir;21;44,6;14,20;10;40;15;16,77;8,39;4,19;;0,02;0,06;0,03;;;;;;;
PL71;Porvenir;17;45,8;14,58;10;40;15;17,26;8,63;4,32;2;0,02;0,07;0,03;;;;;;;
PL71;Porvenir;15;47,4;15,09;10;35;15;15,9;7,16;3,98;2;0,02;0,06;0,03;;;;;;;
PL71;Porvenir;14;47,5;15,12;10;25;10;20,54;7,19;4,11;;0,02;0,06;0,03;;;;;;;
PL71;Porvenir;3;49;15,60;10;20;10;23;6,90;4,60;;0,02;0,06;0,04;;;;;;;
PL71;Porvenir;8;50,1;15,95;10;25;10;17,52;6,13;3,50;;0,02;0,06;0,03;;;;;;;
PL72;Morichal;5;32,1;10,22;10;30;0;22,4;8,96;2,24;2;0,01;0,03;0,01;;;;;;;
PL72;Morichal;31;36,5;11,62;10;25;0;20;7,00;2,00;;0,01;0,03;0,01;;;;;;;
PL72;Morichal;58;38,2;12,16;10;20;0;20,49;6,15;2,05;;0,01;0,03;0,01;;;;;;;
PL72;Morichal;11;40,1;12,76;10;35;0;20,65;9,29;2,07;2;0,01;0,05;0,01;;;;;;;
PL72;Morichal;20;42,5;13,53;10;45;10;21,3;11,72;4,26;;0,01;0,08;0,03;;;;;;;
PL72;Morichal;55;42,9;13,66;10;40;10;21,43;10,72;4,29;;0,01;0,07;0,03;;;;;;;
PL72;Morichal;9;43,6;13,88;10;40;10;21,93;10,97;4,39;;0,02;0,07;0,03;;;;;;;
PL72;Morichal;49;44,3;14,10;10;40;10;24,26;12,13;4,85;;0,02;0,09;0,03;;;;;;;
PL72;Morichal;32;44,7;14,23;10;30;0;21,93;8,77;2,19;2;0,02;0,06;0,02;;;;;;;
PL72;Morichal;38;45,1;14,36;10;40;0;22,67;11,34;2,27;;0,02;0,08;0,02;;;;;;;
PL72;Morichal;14;45,7;14,55;10;30;5;23,9;9,56;3,59;;0,02;0,07;0,03;;;;;;;
PL72;Morichal;23;47,3;15,06;10;45;10;22,88;12,58;4,58;;0,02;0,10;0,04;;;;;;;
PL72;Morichal;46;47,6;15,15;10;45;15;21,49;11,82;5,37;;0,02;0,10;0,04;;;;;;;
