ID_Parcela;Predio;INDV;CAP;DAP_cm;Angulo -;Angulo +;Angulo +2;Distancia;HT_m;HC_m;Ctronco;A_Basal (m2);Vol_T;Vol_C;;;;;;;
PO22;Porvenir;49;59,5;18,94;10;45;15;22,7;12,49;5,68;;0,03;0,16;0,07;;;;;;;
PO22;Porvenir;53;59,6;18,97;10;45;10;23,85;13,12;4,77;2;0,03;0,17;0,06;;;;;;;
PO22;Porvenir;41;60,6;19,29;10;60;15;15,8;11,06;3,95;;0,03;0,15;0,05;;;;;;;
PO22;Porvenir;31;60,8;19,35;10;35;10;22,13;9,96;4,43;;0,03;0,13;0,06;;;;;;;
PO22;Porvenir;14;62,4;19,86;10;40;15;22;11,00;5,50;;0,03;0,15;0,08;;;;;;;
PO22;Porvenir;46;62,7;19,96;10;35;15;23,6;10,62;5,90;2;0,03;0,15;0,08;;;;;;;
PO22;Porvenir;62;62,9;20,02;10;45;20;23,55;12,95;7,07;;0,03;0,18;0,10;;;;;;;
PO22;Porvenir;51;63,1;20,09;10;35;10;23,24;10,46;4,65;;0,03;0,15;0,07;;;;;;;
PO22;Porvenir;24;63,2;20,12;10;40;10;22,93;11,47;4,59;;0,03;0,16;0,07;;;;;;;
PO22;Porvenir;23;63,3;20,15;10;45;10;21,38;11,76;4,28;;0,03;0,17;0,06;;;;;;;
PO22;Porvenir;54;65,5;20,85;10;35;15;24,23;10,90;6,06;;0,03;0,17;0,09;;;;;;;
PO22;Porvenir;45;65,9;20,98;10;45;15;24,54;13,50;6,14;;0,03;0,21;0,10;;;;;;;
PO22;Porvenir;12;67,2;21,39;10;50;15;21;12,60;5,25;2;0,04;0,20;0,09;;;;;;;
PO22;Porvenir;50B;67,4;21,45;10;40;0;23,3;11,65;2,33;2;0,04;0,19;0,04;;;;;;;
PO22;Porvenir;21;67,7;21,55;10;50;20;23,94;14,36;7,18;2;0,04;0,24;0,12;;;;;;;
PO22;Porvenir;58;69,3;22,06;10;50;15;26,58;15,95;6,65;;0,04;0,28;0,11;;;;;;;
PO22;Porvenir;38;69,5;22,12;10;40;15;21,9;10,95;5,48;;0,04;0,19;0,10;;;;;;;
PO22;Porvenir;63;72,1;22,95;10;45;10;21,87;12,03;4,37;;0,04;0,22;0,08;;;;;;;
PO22;Porvenir;34;74;23,55;10;35;10;22,71;10,22;4,54;;0,04;0,20;0,09;;;;;;;
PO22;Porvenir;55;75,3;23,97;10;40;10;22,6;11,30;4,52;;0,05;0,23;0,09;;;;;;;
PO23;Porvenir;21B;33,17;10,56;10;40;10;20,24;10,12;4,05;;0,01;0,04;0,02;;;;;;;
PO23;Porvenir;14;39,6;12,61;10;45;15;19,93;10,96;4,98;2;0,01;0,06;0,03;;;;;;;
PO23;Porvenir;26;39,6;12,61;10;30;10;20,5;8,20;4,10;2;0,01;0,05;0,02;;;;;;;
PO23;Porvenir;2;40,8;12,99;10;40;10;19,26;9,63;3,85;;0,01;0,06;0,02;;;;;;;
PO23;Porvenir;27;42,2;13,43;10;30;10;19,78;7,91;3,96;;0,01;0,05;0,03;;;;;;;
PO23;Porvenir;7;44,4;14,13;10;35;10;19,28;8,68;3,86;;0,02;0,06;0,03;;;;;;;
PO23;Porvenir;17;44,9;14,29;10;45;15;18,76;10,32;4,69;2;0,02;0,07;0,03;;;;;;;
PO23;Porvenir;9;48,5;15,44;10;30;10;21,32;8,53;4,26;3;0,02;0,07;0,04;;;;;;;
PO23;Porvenir;31;49,8;15,85;10;50;30;17,97;10,78;7,19;;0,02;0,10;0,06;;;;;;;
PO23;Porvenir;28;50,5;16,07;10;50;20;17,5;10,50;5,25;;0,02;0,10;0,05;;;;;;;
PO23;Porvenir;35;50,5;16,07;10;40;30;20,67;10,34;8,27;;0,02;0,09;0,08;;;;;;;
PO23;Porvenir;20;50,60;16,11;10;45;20;20,45;11,25;6,14;2;0,02;0,10;0,06;;;;;;;
PO23;Porvenir;10;51,3;16,33;10;45;15;19,5;10,73;4,88;;0,02;0,10;0,05;;;;;;;
PO23;Porvenir;23;51,5;16,39;10;40;25;20,6;10,30;7,21;;0,02;0,10;0,07;;;;;;;
PO23;Porvenir;15;51,7;16,46;10;45;20;17,39;9,56;5,22;2;0,02;0,09;0,05;;;;;;;
PO23;Porvenir;30;52,5;16,71;10;50;30;20,47;12,28;8,19;;0,02;0,12;0,08;;;;;;;
PO23;Porvenir;4;52,8;16,81;10;40;15;16,8;8,40;4,20;;0,02;0,08;0,04;;;;;;;
PO23;Porvenir;16;53,3;16,97;10;30;15;18,86;7,54;4,72;3;0,02;0,08;0,05;;;;;;;
PO23;Porvenir;34;54;17,19;10;50;35;19,4;11,64;8,73;;0,02;0,12;0,09;;;;;;;
PO23;Porvenir;36;54,4;17,32;10;50;30;20,58;12,35;8,23;;0,02;0,13;0,09;;;;;;;
PO23;Porvenir;19;54,40;17,32;10;45;15;20,92;11,51;5,23;2;0,02;0,12;0,06;;;;;;;
PO23;Porvenir;11;54,6;17,38;10;45;15;20,27;11,15;5,07;;0,02;0,12;0,05;;;;;;;
PO23;Porvenir;38;54,7;17,41;10;45;20;18,65;10,26;5,60;3;0,02;0,11;0,06;;;;;;;
PO23;Porvenir;39;55,1;17,54;10;50;15;18;10,80;4,50;;0,02;0,12;0,05;;;;;;;
PO23;Porvenir;40;55,5;17,67;10;40;20;16,25;8,13;4,88;;0,02;0,09;0,05;;;;;;;
PO23;Porvenir;3;55,6;17,70;10;40;15;19,83;9,92;4,96;;0,02;0,11;0,06;;;;;;;
PO23;Porvenir;13;55,8;17,76;10;45;15;20,51;11,28;5,13;2;0,02;0,13;0,06;;;;;;;
PO23;Porvenir;24;56;17,83;10;50;15;22,95;13,77;5,74;;0,02;0,16;0,06;;;;;;;
PO23;Porvenir;5;57,2;18,21;10;35;10;17,56;7,90;3,51;3;0,03;0,09;0,04;;;;;;;
PO23;Porvenir;21;57,6;18,33;10;50;20;20,28;12,17;6,08;;0,03;0,15;0,07;;;;;;;
PO23;Porvenir;12;58,9;18,75;10;45;20;22,72;12,50;6,82;2;0,03;0,16;0,09;;;;;;;
PO23;Porvenir;8;59,1;18,81;10;40;10;21,53;10,77;4,31;2;0,03;0,14;0,05;;;;;;;
PO23;Porvenir;22;60,7;19,32;10;60;25;19,20;13,44;6,72;2;0,03;0,18;0,09;;;;;;;
PO23;Porvenir;29;61,8;19,67;10;45;20;20,58;11,32;6,17;;0,03;0,16;0,08;;;;;;;
PO23;Porvenir;32;62,5;19,89;10;35;20;19,17;8,63;5,75;;0,03;0,12;0,08;;;;;;;
PO23;Porvenir;41;63,4;20,18;10;40;20;18,43;9,22;5,53;;0,03;0,13;0,08;;;;;;;
PO23;Porvenir;18;66,5;21,17;10;50;20;18,18;10,91;5,45;;0,04;0,17;0,09;;;;;;;
PO23;Porvenir;33;68,3;21,74;10;40;30;20,45;10,23;8,18;;0,04;0,17;0,14;;;;;;;
PO23;Porvenir;6;74,2;23,62;10;60;30;19,87;13,91;7,95;;0,04;0,28;0,16;;;;;;;
PO23;Porvenir;25;74,6;23,75;10;35;10;22,43;10,09;4,49;;0,04;0,20;0,09;;;;;;;
PO23;Porvenir;1;75,3;23,97;10;50;20;21,18;12,71;6,35;2;0,05;0,26;0,13;;;;;;;
PO24;Porvenir;39;37,60;11,97;10;30;0;20,90;8,36;2,09;2,00;0,01;0,04;0,01;;;;;;;
PO24;Porvenir;53;38,00;12,10;10;45;0;21,40;11,77;2,14;3,00;0,01;0,06;0,01;;;;;;;
PO24;Porvenir;30;38,60;12,29;10;55;0;15,00;9,75;1,50;2,00;0,01;0,05;0,01;;;;;;;
PO24;Porvenir;8;39,90;12,70;10;30;0;17,40;6,96;1,74;;0,01;0,04;0,01;;;;;;;
PO24;Porvenir;1;41,60;13,24;10;40;0;22,40;11,20;2,24;2,00;0,01;0,07;0,01;;;;;;;
PO24;Porvenir;47;41,70;13,27;10;35;0;21,40;9,63;2,14;2,00;0,01;0,06;0,01;;;;;;;
PO24;Porvenir;10;44,60;14,20;10;45;5;19,40;10,67;2,91;2,00;0,02;0,08;0,02;;;;;;;
PO24;Porvenir;18;45,20;14,39;10;50;0;15,00;9,00;1,50;3,00;0,02;0,07;0,01;;;;;;;
PO24;Porvenir;40;45,70;14,55;10;40;0;20,60;10,30;2,06;;0,02;0,08;0,02;;;;;;;
PO24;Porvenir;17;47,00;14,96;10;45;0;20,90;11,50;2,09;;0,02;0,09;0,02;;;;;;;
PO24;Porvenir;36;48,00;15,28;10;55;15;16,60;10,79;4,15;2,00;0,02;0,09;0,03;;;;;;;
PO24;Porvenir;14;48,30;15,37;10;50;0;16,30;9,78;1,63;2,00;0,02;0,08;0,01;;;;;;;
PO24;Porvenir;4;49,60;15,79;10;40;10;18,50;9,25;3,70;;0,02;0,08;0,03;;;;;;;
PO24;Porvenir;28;50,60;16,11;10;50;0;18,20;10,92;1,82;2,00;0,02;0,10;0,02;;;;;;;
PO24;Porvenir;44;51,50;16,39;10;50;10;17,80;10,68;3,56;2,00;0,02;0,10;0,03;;;;;;;
PO24;Porvenir;16;51,60;16,42;10;45;10;19,20;10,56;3,84;;0,02;0,10;0,04;;;;;;;
PO24;Porvenir;51;51,60;16,42;10;35;10;23,30;10,49;4,66;;0,02;0,10;0,04;;;;;;;
PO24;Porvenir;49;52,00;16,55;10;40;10;23,10;11,55;4,62;2,00;0,02;0,11;0,04;;;;;;;
PO24;Porvenir;35;52,00;16,55;10;45;15;18,50;10,18;4,63;;0,02;0,10;0,04;;;;;;;
PO24;Porvenir;32;52,00;16,55;10;45;15;18,30;10,07;4,58;2,00;0,02;0,10;0,04;;;;;;;
PO24;Porvenir;19;52,30;16,65;10;50;0;18,40;11,04;1,84;3,00;0,02;0,11;0,02;;;;;;;
PO24;Porvenir;33;52,60;16,74;10;45;10;18,03;9,92;3,61;2,00;0,02;0,10;0,04;;;;;;;
PO24;Porvenir;9;53,00;16,87;10;50;15;20,00;12,00;5,00;2,00;0,02;0,12;0,05;;;;;;;
PO24;Porvenir;24;53,50;17,03;10;40;0;24,20;12,10;2,42;2,00;0,02;0,12;0,02;;;;;;;
PO24;Porvenir;27;53,60;17,06;10;55;0;15,10;9,82;1,51;3,00;0,02;0,10;0,02;;;;;;;
PO24;Porvenir;63;53,70;17,09;10;35;10;22,90;10,31;4,58;2,00;0,02;0,11;0,05;;;;;;;
PO24;Porvenir;43;54,20;17,25;10;50;0;19,50;11,70;1,95;2,00;0,02;0,12;0,02;;;;;;;
PO24;Porvenir;38;55,50;17,67;10;60;25;16,70;11,69;5,85;;0,02;0,13;0,06;;;;;;;
PO24;Porvenir;22;56,10;17,86;10;60;23;21,00;14,70;6,93;2,00;0,03;0,17;0,08;;;;;;;
PO24;Porvenir;59;56,70;18,05;10;50;10;20,60;12,36;4,12;;0,03;0,14;0,05;;;;;;;
PO24;Porvenir;46;56,80;18,08;10;40;10;19,50;9,75;3,90;2,00;0,03;0,11;0,05;;;;;;;
PO24;Porvenir;2;57,30;18,24;10;50;20;19,40;11,64;5,82;2,00;0,03;0,14;0,07;;;;;;;
PO24;Porvenir;60;57,60;18,33;10;40;10;17,70;8,85;3,54;2,00;0,03;0,11;0,04;;;;;;;
PO24;Porvenir;56;57,70;18,37;10;40;0;17,20;8,60;1,72;3,00;0,03;0,10;0,02;;;;;;;
PO24;Porvenir;25;58,40;18,59;10;55;20;21,10;13,72;6,33;;0,03;0,17;0,08;;;;;;;
PO24;Porvenir;34;58,50;18,62;10;45;15;22,50;12,38;5,63;;0,03;0,15;0,07;;;;;;;
PO24;Porvenir;6;59,00;18,78;10;60;25;22,40;15,68;7,84;;0,03;0,20;0,10;;;;;;;
PO24;Porvenir;62;59,00;18,78;10;50;15;20,40;12,24;5,10;2,00;0,03;0,15;0,06;;;;;;;
PO24;Porvenir;7;59,10;18,81;10;50;20;19,90;11,94;5,97;2,00;0,03;0,15;0,08;;;;;;;
PO24;Porvenir;57;59,20;18,84;10;45;15;20,00;11,00;5,00;2,00;0,03;0,14;0,06;;;;;;;
PO24;Porvenir;61;59,40;18,91;10;45;10;22,30;12,27;4,46;2,00;0,03;0,16;0,06;;;;;;;
PO24;Porvenir;13;59,70;19,00;10;50;20;19,50;11,70;5,85;2,00;0,03;0,15;0,07;;;;;;;
PO24;Porvenir;5;60,10;19,13;10;55;20;22,10;14,37;6,63;2,00;0,03;0,19;0,09;;;;;;;
PO24;Porvenir;50;61,20;19,48;10;50;25;21,00;12,60;7,35;2,00;0,03;0,17;0,10;;;;;;;
PO24;Porvenir;52;61,40;19,54;10;50;10;18,90;11,34;3,78;2,00;0,03;0,15;0,05;;;;;;;
PO24;Porvenir;55;61,50;19,58;10;45;0;19,00;10,45;1,90;2,00;0,03;0,14;0,03;;;;;;;
PO24;Porvenir;3;62,30;19,83;10;50;20;21,50;12,90;6,45;2,00;0,03;0,18;0,09;;;;;;;
PO24;Porvenir;64;63,00;20,05;10;40;5;25,70;12,85;3,86;;0,03;0,18;0,06;;;;;;;
PO24;Porvenir;15;63,50;20,21;10;45;18;26,40;14,52;7,39;2,00;0,03;0,21;0,11;;;;;;;
PO24;Porvenir;20;63,60;20,24;10;45;15;22,50;12,38;5,63;2,00;0,03;0,18;0,08;;;;;;;
PO24;Porvenir;45;65,70;20,91;10;45;18;20,90;11,50;5,85;2,00;0,03;0,18;0,09;;;;;;;
PO24;Porvenir;42;66,50;21,17;10;65;20;18,50;13,88;5,55;;0,04;0,22;0,09;;;;;;;
PO24;Porvenir;37;66,50;21,17;10;50;20;20,90;12,54;6,27;2,00;0,04;0,20;0,10;;;;;;;
PO24;Porvenir;11;66,90;21,29;10;50;20;24,00;14,40;7,20;2,00;0,04;0,23;0,12;;;;;;;
PO24;Porvenir;31;67,50;21,49;10;55;20;20,00;13,00;6,00;2,00;0,04;0,21;0,10;;;;;;;
PO24;Porvenir;48;68,60;21,84;10;65;20;20,30;15,23;6,09;;0,04;0,26;0,10;;;;;;;
PO24;Porvenir;41;68,90;21,93;10;60;20;19,30;13,51;5,79;2,00;0,04;0,23;0,10;;;;;;;
PO24;Porvenir;12;69,40;22,09;10;50;15;21,50;12,90;5,38;2,00;0,04;0,22;0,09;;;;;;;
PO24;Porvenir;21;69,90;22,25;10;55;20;19,00;12,35;5,70;2,00;0,04;0,22;0,10;;;;;;;
PO24;Porvenir;54;71,30;22,70;10;60;25;22,60;15,82;7,91;;0,04;0,29;0,14;;;;;;;
PO24;Porvenir;58;73,00;23,24;10;60;25;21,60;15,12;7,56;;0,04;0,29;0,14;;;;;;;
PO24;Porvenir;29;73,90;23,52;10;55;20;20,10;13,07;6,03;;0,04;0,26;0,12;;;;;;;
PO25;Morichal;4;36,70;11,68;10;20;0;21,73;6,52;2,17;;0,01;0,03;0,01;;;;;;;
PO25;Morichal;22;41,80;13,31;10;50;10;20,32;12,19;4,06;;0,01;0,08;0,03;;;;;;;
PO25;Morichal;7;43,10;13,72;10;55;10;19,36;12,58;3,87;;0,01;0,08;0,03;;;;;;;
PO25;Morichal;27;46,20;14,71;10;45;10;22,80;12,54;4,56;;0,02;0,10;0,04;;;;;;;
PO25;Morichal;36;46,30;14,74;10;50;10;16,34;9,80;3,27;;0,02;0,08;0,03;;;;;;;
PO25;Morichal;13;46,60;14,83;10;55;10;22,37;14,54;4,47;;0,02;0,11;0,03;;;;;;;
PO25;Morichal;29;48,30;15,37;10;45;10;20,35;11,19;4,07;;0,02;0,09;0,03;;;;;;;
PO25;Morichal;26;48,50;15,44;10;45;10;26,90;14,80;5,38;;0,02;0,13;0,05;;;;;;;
PO25;Morichal;28;48,90;15,57;10;50;20;22,57;13,54;6,77;;0,02;0,12;0,06;;;;;;;
PO25;Morichal;16;50,10;15,95;10;45;15;22,80;12,54;5,70;;0,02;0,11;0,05;;;;;;;
PO25;Morichal;23;50,90;16,20;10;50;30;19,40;11,64;7,76;;0,02;0,11;0,07;;;;;;;
PO25;Morichal;17;55,50;17,67;10;45;15;23,76;13,07;5,94;;0,02;0,14;0,07;;;;;;;
PO25;Morichal;3;57,25;18,22;10;40;25;19,85;9,93;6,95;;0,03;0,12;0,08;;;;;;;
PO25;Morichal;9;58,20;18,53;10;30;5;20,87;8,35;3,13;;0,03;0,10;0,04;;;;;;;
PO25;Morichal;10;58,60;18,65;10;50;10;22,64;13,58;4,53;;0,03;0,17;0,06;;;;;;;
PO25;Morichal;21;58,80;18,72;10;60;30;21,12;14,78;8,45;;0,03;0,18;0,11;;;;;;;
PO25;Morichal;24;59,20;18,84;10;50;10;26,88;16,13;5,38;;0,03;0,20;0,07;;;;;;;
PO25;Morichal;2;59,40;18,91;10;55;20;21,93;14,25;6,58;;0,03;0,18;0,08;;;;;;;
PO25;Morichal;15;59,90;19,07;10;50;20;23,77;14,26;7,13;;0,03;0,18;0,09;;;;;;;
PO25;Morichal;5;61,50;19,58;10;40;15;22,13;11,07;5,53;;0,03;0,15;0,08;;;;;;;
PO25;Morichal;35;63,70;20,28;10;50;15;20,25;12,15;5,06;;0,03;0,18;0,07;;;;;;;
PO25;Morichal;6;64,30;20,47;10;40;10;23,12;11,56;4,62;;0,03;0,17;0,07;;;;;;;
PO25;Morichal;33;64,90;20,66;10;50;15;24,90;14,94;6,23;;0,03;0,23;0,09;;;;;;;
PO25;Morichal;8;64,90;20,66;10;55;25;19,66;12,78;6,88;;0,03;0,19;0,10;;;;;;;
PO25;Morichal;18;66,30;21,10;10;45;20;25,00;13,75;7,50;;0,03;0,22;0,12;;;;;;;
PO25;Morichal;1;68,60;21,84;10;55;25;21,43;13,93;7,50;;0,04;0,24;0,13;;;;;;;
PO25;Morichal;12;70,10;22,31;10;60;25;21,00;14,70;7,35;;0,04;0,26;0,13;;;;;;;
PO25;Morichal;31;71,10;22,63;10;50;20;23,74;14,24;7,12;;0,04;0,26;0,13;;;;;;;
PO25;Morichal;25;74,20;23,62;10;60;20;21,93;15,35;6,58;;0,04;0,30;0,13;;;;;;;
PO25;Morichal;11;75,60;24,06;10;60;30;22,32;15,62;8,93;;0,05;0,32;0,18;;;;;;;
PO25;Morichal;30;80,50;25,62;10;45;25;24,30;13,37;8,51;;0,05;0,31;0,20;;;;;;;
PO25;Morichal;14;80,70;25,69;10;50;20;26,70;16,02;8,01;;0,05;0,38;0,19;;;;;;;
PO25;Morichal;19;81,30;25,88;10;65;25;23,55;17,66;8,24;;0,05;0,42;0,20;;;;;;;
PO25;Morichal;20;82,10;26,13;10;55;30;26,79;17,41;10,72;;0,05;0,42;0,26;;;;;;;
PO25;Morichal;32;94,60;30,11;10;65;25;25,86;19,40;9,05;;0,07;0,62;0,29;;;;;;;
PO26;Morichal;21;43,20;13,75;10;30;10;19,87;7,95;3,97;;0,01;0,05;0,03;;;;;;;
PO26;Morichal;5;47,20;15,02;10;50;0;17,39;10,43;1,74;;0,02;0,08;0,01;;;;;;;
PO26;Morichal;17;47,30;15,06;10;40;10;22,34;11,17;4,47;;0,02;0,09;0,04;;;;;;;
PO26;Morichal;18;52,20;16,62;10;50;15;25,41;15,25;6,35;;0,02;0,15;0,06;;;;;;;
PO26;Morichal;7;54,50;17,35;10;50;15;19,77;11,86;4,94;;0,02;0,13;0,05;;;;;;;
PO26;Morichal;3;57,10;18,18;10;40;10;27,92;13,96;5,58;;0,03;0,16;0,07;;;;;;;
PO26;Morichal;14;57,30;18,24;10;40;10;28,33;14,17;5,67;;0,03;0,17;0,07;;;;;;;
PO26;Morichal;1;58,40;18,59;10;50;15;29,49;17,69;7,37;;0,03;0,22;0,09;;;;;;;
PO26;Morichal;2;61,20;19,48;10;40;10;30,63;15,32;6,13;;0,03;0,21;0,08;;;;;;;
PO26;Morichal;3B;61,70;19,64;10;35;15;27,81;12,51;6,95;;0,03;0,17;0,10;;;;;;;
PO26;Morichal;11;64,40;20,50;10;40;18;26,43;13,22;7,40;;0,03;0,20;0,11;;;;;;;
PO26;Morichal;9;64,60;20,56;10;50;20;23,95;14,37;7,19;;0,03;0,22;0,11;;;;;;;
PO26;Morichal;15;65,60;20,88;10;35;10;26,97;12,14;5,39;;0,03;0,19;0,08;;;;;;;
PO26;Morichal;12;65,70;20,91;10;35;15;23,75;10,69;5,94;;0,03;0,17;0,09;;;;;;;
PO26;Morichal;20;70,50;22,44;10;45;15;25,70;14,14;6,43;;0,04;0,25;0,11;;;;;;;
PO26;Morichal;16;70,90;22,57;10;40;15;27,50;13,75;6,88;;0,04;0,25;0,12;;;;;;;
PO26;Morichal;13;71,10;22,63;10;30;10;29,25;11,70;5,85;;0,04;0,21;0,11;;;;;;;
PO26;Morichal;8;71,40;22,73;10;50;15;21,86;13,12;5,47;;0,04;0,24;0,10;;;;;;;
PO26;Morichal;23;72,40;23,05;10;45;20;24,34;13,39;7,30;;0,04;0,25;0,14;;;;;;;
PO26;Morichal;4;74,50;23,71;10;50;20;21,15;12,69;6,35;;0,04;0,25;0,13;;;;;;;
PO26;Morichal;19;75,70;24,10;10;45;20;28,90;15,90;8,67;;0,05;0,33;0,18;;;;;;;
PO26;Morichal;22;76,10;24,22;10;50;20;21,40;12,84;6,42;;0,05;0,27;0,13;;;;;;;
PO26;Morichal;6;81,20;25,85;10;40;10;23,74;11,87;4,75;;0,05;0,28;0,11;;;;;;;
PO26;Morichal;10;81,40;25,91;10;50;20;24,61;14,77;7,38;;0,05;0,35;0,18;;;;;;;
PO27;Morichal;26;33,3;10,60;10;25;0;21,45;7,51;2,15;2;0,01;0,03;0,01;;;;;;;
PO27;Morichal;38B;35,4;11,27;10;45;0;24,18;13,30;2,42;;0,01;0,06;0,01;;;;;;;
PO27;Morichal;54;36,7;11,68;10;30;0;24,4;9,76;2,44;;0,01;0,05;0,01;;;;;;;
PO27;Morichal;58B;38,3;12,19;10;45;20;29,86;16,42;8,96;;0,01;0,09;0,05;;;;;;;
PO27;Morichal;40;38,5;12,25;10;40;0;23;11,50;2,30;;0,01;0,06;0,01;;;;;;;
PO27;Morichal;19;38,9;12,38;10;40;10;13,4;6,70;2,68;;0,01;0,04;0,01;;;;;;;
PO27;Morichal;31B;39,4;12,54;10;50;0;18,94;11,36;1,89;;0,01;0,06;0,01;;;;;;;
PO27;Morichal;62;40,1;12,76;10;45;20;24,36;13,40;7,31;;0,01;0,08;0,04;;;;;;;
PO27;Morichal;36;40,3;12,83;10;55;0;23;14,95;2,30;;0,01;0,09;0,01;;;;;;;
PO27;Morichal;20;40,7;12,96;10;30;10;16,9;6,76;3,38;2;0,01;0,04;0,02;;;;;;;
PO27;Morichal;31;40,9;13,02;10;50;10;19,14;11,48;3,83;;0,01;0,07;0,02;;;;;;;
PO27;Morichal;3;42,2;13,43;10;40;10;27,9;13,95;5,58;;0,01;0,09;0,04;;;;;;;
PO27;Morichal;16;42,2;13,43;10;30;0;20;8,00;2,00;2;0,01;0,05;0,01;;;;;;;
PO27;Morichal;42;43,4;13,81;10;50;10;21,3;12,78;4,26;;0,01;0,09;0,03;;;;;;;
PO27;Morichal;58;44,3;14,10;10;40;0;29,7;14,85;2,97;;0,02;0,10;0,02;;;;;;;
PO27;Morichal;47;45,1;14,36;10;45;10;22,73;12,50;4,55;2;0,02;0,09;0,03;;;;;;;
PO27;Morichal;18;45,2;14,39;10;50;10;18,96;11,38;3,79;;0,02;0,08;0,03;;;;;;;
PO27;Morichal;61;45,4;14,45;10;35;0;24,84;11,18;2,48;;0,02;0,08;0,02;;;;;;;
PO27;Morichal;6;45,5;14,48;10;55;15;22,95;14,92;5,74;;0,02;0,11;0,04;;;;;;;
PO27;Morichal;30;45,6;14,51;10;45;10;19,9;10,95;3,98;;0,02;0,08;0,03;;;;;;;
PO27;Morichal;39;46,4;14,77;10;50;15;24,66;14,80;6,17;;0,02;0,11;0,05;;;;;;;
PO27;Morichal;33;47,1;14,99;10;45;10;25,67;14,12;5,13;;0,02;0,11;0,04;;;;;;;
PO27;Morichal;67;48,1;15,31;10;45;20;23,3;12,82;6,99;;0,02;0,11;0,06;;;;;;;
PO27;Morichal;23;48,6;15,47;10;65;15;20,96;15,72;5,24;;0,02;0,13;0,04;;;;;;;
PO27;Morichal;64;48,7;15,50;10;45;25;19,62;10,79;6,87;;0,02;0,09;0,06;;;;;;;
PO27;Morichal;17;48,9;15,57;10;55;15;17,53;11,39;4,38;;0,02;0,10;0,04;;;;;;;
PO27;Morichal;49;49,1;15,63;10;45;15;24,32;13,38;6,08;;0,02;0,12;0,05;;;;;;;
PO27;Morichal;72;49,6;15,79;10;45;25;26,48;14,56;9,27;;0,02;0,13;0,08;;;;;;;
PO27;Morichal;53;49,8;15,85;10;45;15;22,75;12,51;5,69;;0,02;0,11;0,05;;;;;;;
PO27;Morichal;66;50,9;16,20;10;48;25;21;12,18;7,35;;0,02;0,11;0,07;;;;;;;
PO27;Morichal;57;51,3;16,33;10;55;20;22,87;14,87;6,86;;0,02;0,14;0,06;;;;;;;
PO27;Morichal;41;52,7;16,77;10;40;10;21,97;10,99;4,39;2;0,02;0,11;0,04;;;;;;;
PO27;Morichal;4;54,1;17,22;10;40;10;30,5;15,25;6,10;2;0,02;0,16;0,06;;;;;;;
PO27;Morichal;35;54,1;17,22;10;40;10;23,96;11,98;4,79;2;0,02;0,13;0,05;;;;;;;
PO27;Morichal;12;55,9;17,79;10;56;15;25,93;17,11;6,48;2;0,02;0,19;0,07;;;;;;;
PO27;Morichal;73;56,2;17,89;10;30;20;28,77;11,51;8,63;;0,03;0,13;0,10;;;;;;;
PO27;Morichal;27;56,3;17,92;10;45;15;23,45;12,90;5,86;;0,03;0,15;0,07;;;;;;;
PO27;Morichal;59;57,6;18,33;10;70;30;29;23,20;11,60;;0,03;0,28;0,14;;;;;;;
PO27;Morichal;43;57,7;18,37;10;50;20;21,66;13,00;6,50;;0,03;0,16;0,08;;;;;;;
PO27;Morichal;63;58,3;18,56;10;45;25;22,4;12,32;7,84;;0,03;0,15;0,10;;;;;;;
PO27;Morichal;68;58,4;18,59;10;40;25;23,15;11,58;8,10;;0,03;0,14;0,10;;;;;;;
PO27;Morichal;56;58,6;18,65;10;40;10;25,8;12,90;5,16;;0,03;0,16;0,06;;;;;;;
PO27;Morichal;14;58,6;18,65;10;40;15;24,5;12,25;6,13;;0,03;0,15;0,08;;;;;;;
PO27;Morichal;38;59,2;18,84;10;45;10;24,56;13,51;4,91;2;0,03;0,17;0,06;;;;;;;
PO27;Morichal;44;59,5;18,94;10;50;20;21,8;13,08;6,54;;0,03;0,17;0,08;;;;;;;
PO27;Morichal;10;59,6;18,97;10;65;20;22,28;16,71;6,68;;0,03;0,21;0,09;;;;;;;
PO27;Morichal;37;59,9;19,07;10;40;15;22;11,00;5,50;;0,03;0,14;0,07;;;;;;;
PO27;Morichal;69;60,7;19,32;10;45;25;23,7;13,04;8,30;;0,03;0,17;0,11;;;;;;;
PO27;Morichal;55;60,9;19,39;10;50;20;27,64;16,58;8,29;2;0,03;0,22;0,11;;;;;;;
PO27;Morichal;51;61,2;19,48;10;55;20;22,4;14,56;6,72;;0,03;0,20;0,09;;;;;;;
PO27;Morichal;48;61,5;19,58;10;45;15;27,35;15,04;6,84;;0,03;0,20;0,09;;;;;;;
PO27;Morichal;45;62,3;19,83;10;55;20;23,45;15,24;7,04;;0,03;0,21;0,10;;;;;;;
PO27;Morichal;9;63,9;20,34;10;60;15;22,85;16,00;5,71;;0,03;0,23;0,08;;;;;;;
PO27;Morichal;52;64,6;20,56;10;65;25;20,9;15,68;7,32;2;0,03;0,24;0,11;;;;;;;
PO27;Morichal;21;64,9;20,66;10;50;20;20,92;12,55;6,28;2;0,03;0,19;0,10;;;;;;;
PO27;Morichal;65;65,1;20,72;10;50;25;22,58;13,55;7,90;2;0,03;0,21;0,12;;;;;;;
PO27;Morichal;29;65,2;20,75;10;55;25;21,5;13,98;7,53;;0,03;0,21;0,12;;;;;;;
