ID_Parcela;Predio;INDV;CAP_cm;DAP_cm;Angulo -;Angulo +;Angulo +2;Distancia;HT_m;HC_m;Ctronco;A_Basal (m2);Vol_T;Vol_C
PL26;Pericuara ;5;47,20;15,02;10,00;20,00;10,00;17,50;5,25;3,50;2;0,02;0,04;0,03
PL143;Pericuara ;38;47,2;15,02;10;40;20;13,72;6,86;4,12;;0,02;0,05;0,03
PL145;Pericuara ;18B;47,20;15,02;10;35;15;18,98;8,54;4,75;;0,02;0,07;0,04
PL137;Pericuara ;14;47,20;15,02;10;35;10;19,24;8,66;3,85;3;0,02;0,07;0,03
PL54;Pericuara ;20;47,20;15,02;10,00;30,00;0,00;21,90;8,76;2,19;2;0,02;0,07;0,02
PL144;Pericuara ;63;47,2;15,02;10;45;20;16,24;8,93;4,87;;0,02;0,07;0,04
PL157;Pericuara ;25;47,2;15,02;10;35;15;20,16;9,07;5,04;;0,02;0,07;0,04
PL144;Pericuara ;56;47,2;15,02;10;45;20;16,53;9,09;4,96;;0,02;0,07;0,04
PL155;Pericuara ;30;47,2;15,02;10;40;20;19,38;9,69;5,81;2;0,02;0,08;0,05
PL142;Pericuara ;11;47,20;15,02;10;50;25;16,96;10,18;5,94;2;0,02;0,08;0,05
PL160;Pericuara ;5;47,22;15,03;10;35;15;17,42;7,84;4,36;;0,02;0,06;0,03
PL152;Pericuara ;27;47,3;15,06;10;25;5;15,64;5,47;2,35;;0,02;0,04;0,02
PL143;Pericuara ;36;47,3;15,06;10;45;20;14;7,70;4,20;;0,02;0,06;0,03
PL68;Pericuara ;16;47,30;15,06;10,00;47,00;15,00;15,40;8,78;3,85;2;0,02;0,07;0,03
PL127;Pericuara ;8;47,30;15,06;10,00;45,00;10,00;16,40;9,02;3,28;2;0,02;0,07;0,03
PL115;Pericuara ;9;47,40;15,09;10,00;55,00;0,00;11,90;7,74;1,19;;0,02;0,06;0,01
PL144;Pericuara ;21;47,40;15,09;10;40,00;20,00;17,64;8,82;5,29;2;0,02;0,07;0,04
PL6;Pericuara ;39;47,40;15,09;10,00;35,00;10,00;21,20;9,54;4,24;;0,02;0,08;0,03
PL135;Pericuara ;34;47,4;15,09;10;40;20;20,24;10,12;6,07;2;0,02;0,08;0,05
PO76;Pericuara ;2;47,40;15,09;10,00;35,00;10,00;23,90;10,76;4,78;;0,02;0,09;0,04
PL68;Pericuara ;10;47,50;15,12;10,00;25,00;0,00;18,00;6,30;1,80;2;0,02;0,05;0,01
PL136;Pericuara ;13;47,50;15,12;10;25;10;19,42;6,80;3,88;;0,02;0,06;0,03
PL1;Pericuara ;20;47,50;15,12;10,00;30,00;20,00;20,40;8,16;6,12;;0,02;0,07;0,05
PL39;Pericuara ;18;47,50;15,12;10,00;30,00;5,00;21,00;8,40;3,15;;0,02;0,07;0,03
PL84;Pericuara ;6;47,50;15,12;10,00;40,00;0,00;18,10;9,05;1,81;2;0,02;0,07;0,01
PL84;Pericuara ;6;47,50;15,12;10,00;40,00;0,00;18,10;9,05;1,81;2;0,02;0,07;0,01
PL87;Pericuara ;6;47,50;15,12;10,00;40,00;0,00;18,10;9,05;1,81;2;0,02;0,07;0,01
PL159;Pericuara ;27;47,5;15,12;10;35;15;20,32;9,14;5,08;;0,02;0,07;0,04
PL27;Pericuara ;16;47,50;15,12;10,00;40,00;5,00;18,90;9,45;2,84;;0,02;0,08;0,02
PL3;Pericuara ;13;47,50;15,12;10,00;40,00;5,00;19,14;9,57;2,87;;0,02;0,08;0,02
PL91;Pericuara ;3;47,50;15,12;10,00;45,00;0,00;17,50;9,63;1,75;4;0,02;0,08;0,01
PL51;Pericuara ;19;47,50;15,12;10,00;55,00;18,00;15,00;9,75;4,20;;0,02;0,08;0,03
PL123;Pericuara ;19;47,50;15,12;10,00;55,00;20,00;15,00;9,75;4,50;;0,02;0,08;0,04
PL9;Pericuara ;15;47,50;15,12;10,00;40,00;35,00;19,50;9,75;8,78;;0,02;0,08;0,07
PL158;Pericuara ;10;47,50;15,12;10;45;20;17,76;9,77;5,33;;0,02;0,08;0,04
PL33;Pericuara ;17;47,50;15,12;10,00;30,00;0,00;25,40;10,16;2,54;3;0,02;0,08;0,02
PL134;Pericuara ;44;47,5;15,12;10;45;25;19;10,45;6,65;;0,02;0,08;0,05
PL7;Pericuara ;7;47,50;15,12;10,00;40,00;10,00;21,70;10,85;4,34;;0,02;0,09;0,04
PL35 ;Pericuara ;2;47,60;15,15;10,00;10,00;5,00;20,00;4,00;3,00;;0,02;0,03;0,02
PL148;Pericuara ;17;47,6;15,15;10;35;15;15,80;7,11;3,95;;0,02;0,06;0,03
PL39;Pericuara ;39;47,60;15,15;10,00;45,00;10,00;13,30;7,32;2,66;;0,02;0,06;0,02
PL39;Pericuara ;26;47,60;15,15;10,00;45,00;10,00;13,90;7,65;2,78;;0,02;0,06;0,02
PL98;Pericuara ;37;47,60;15,15;10,00;40,00;0,00;15,70;7,85;1,57;;0,02;0,06;0,01
PL139;Pericuara ;16B;47,6;15,15;10;30;15;20,30;8,12;5,08;;0,02;0,07;0,04
PL152;Pericuara ;22;47,6;15,15;10;35;15;20,42;9,19;5,11;2;0,02;0,07;0,04
PL159;Pericuara ;23;47,60;15,15;10;40;20;19,30;9,65;5,79;;0,02;0,08;0,05
PL163;Pericuara ;21;47,6;15,15;10;40;10;19,63;9,82;3,93;;0,02;0,08;0,03
PL6;Pericuara ;8;47,60;15,15;10,00;40,00;10,00;20,10;10,05;4,02;;0,02;0,08;0,03
PL142;Pericuara ;5;47,60;15,15;10;40;20;20,20;10,10;6,06;;0,02;0,08;0,05
PL168;Pericuara ;37;47,6;15,15;10;45;20;18,73;10,30;5,62;;0,02;0,08;0,05
PL98;Pericuara ;16;47,60;15,15;10,00;45,00;5,00;19,10;10,51;2,87;;0,02;0,09;0,02
PL165;Pericuara ;50;47,6;15,15;10;50;25;18,12;10,87;6,34;;0,02;0,09;0,05
PL26;Pericuara ;46;47,70;15,18;10,00;15,00;10,00;13,00;3,25;2,60;;0,02;0,03;0,02
PL92;Pericuara ;13;47,70;15,18;10,00;20,00;10,00;19,70;5,91;3,94;;0,02;0,05;0,03
PL123;Pericuara ;15;47,70;15,18;10,00;30,00;0,00;15,20;6,08;1,52;3;0,02;0,05;0,01
PL155;Pericuara ;2;47,70;15,18;10;30;15;17,48;6,99;4,37;;0,02;0,06;0,04
PL160;Pericuara ;43;47,7;15,18;10;35;20;17,2;7,74;5,16;2;0,02;0,06;0,04
PL144;Pericuara ;57;47,7;15,18;10;40;20;16,53;8,27;4,96;;0,02;0,07;0,04
PL135;Pericuara ;6;47,70;15,18;10;50;25;14,00;8,40;4,90;;0,02;0,07;0,04
PL152;Pericuara ;20;47,7;15,18;10;40;20;19,34;9,67;5,80;2;0,02;0,08;0,05
PL157;Pericuara ;18;47,7;15,18;10;45;20;17,8;9,79;5,34;;0,02;0,08;0,04
PL139;Pericuara ;26;47,7;15,18;10;45;20;18,32;10,08;5,50;;0,02;0,08;0,04
PL3;Pericuara ;12;47,70;15,18;10,00;45,00;0,00;19,30;10,62;1,93;2;0,02;0,09;0,02
PL159;Pericuara ;11;47,70;15,18;10;45;20;20,18;11,10;6,05;;0,02;0,09;0,05
PL3;Pericuara ;32;47,70;15,18;10,00;55,00;0,00;17,10;11,12;1,71;;0,02;0,09;0,01
PL150;Pericuara ;20;47,7;15,18;10;50;25;20,62;12,37;7,22;2;0,02;0,10;0,06
PL98;Pericuara ;31;47,80;15,22;10,00;30,00;0,00;16,60;6,64;1,66;2;0,02;0,05;0,01
PL98;Pericuara ;10;47,80;15,22;10,00;32,00;0,00;16,20;6,80;1,62;2;0,02;0,06;0,01
PL68;Pericuara ;4;47,80;15,22;10,00;55,00;10,00;11,30;7,35;2,26;;0,02;0,06;0,02
PL148;Pericuara ;7;47,80;15,22;10;40;20;15,26;7,63;4,58;;0,02;0,06;0,04
PL150;Pericuara ;39;47,8;15,22;10;40;15;15,92;7,96;3,98;2;0,02;0,07;0,03
PL6;Pericuara ;33;47,80;15,22;10,00;35,00;10,00;18,00;8,10;3,60;2;0,02;0,07;0,03
PL1;Pericuara ;28;47,80;15,22;10,00;30,00;20,00;22,10;8,84;6,63;;0,02;0,07;0,05
PL6;Pericuara ;4;47,80;15,22;10,00;40,00;15,00;19,00;9,50;4,75;;0,02;0,08;0,04
PL168;Pericuara ;8;47,8;15,22;10;45;20;18;9,87;5,38;;0,02;0,08;0,04
PL157;Pericuara ;22;47,9;15,25;10;20;10;19,3;5,79;3,86;;0,02;0,05;0,03
PL128;Pericuara ;12;47,90;15,25;10,00;35,00;5,00;14,20;6,39;2,13;;0,02;0,05;0,02
PL157;Pericuara ;31;47,9;15,25;10;25;10;19,7;6,90;3,94;2;0,02;0,06;0,03
PL151;Pericuara ;11;47,9;15,25;10;35;10;17,59;7,92;3,52;2;0,02;0,07;0,03
PL30;Pericuara ;4;47,90;15,25;10,00;40,00;5,00;16,90;8,45;2,54;;0,02;0,07;0,02
PL68;Pericuara ;16B;47,90;15,25;10,00;50,00;10,00;14,60;8,76;2,92;;0,02;0,07;0,02
PL128;Pericuara ;21;47,90;15,25;10,00;30,00;0,00;25,40;10,16;2,54;;0,02;0,08;0,02
PL158;Pericuara ;22;47,9;15,25;10;50,00;25,00;17,83;10,70;6,24;2;0,02;0,09;0,05
PL159;Pericuara ;26;47,9;15,25;10;45;20;22,5;12,38;6,75;;0,02;0,10;0,06
PL37;Pericuara ;43;48,00;15,28;10,00;15,00;10,00;19,20;4,80;3,84;;0,02;0,04;0,03
PL170;Pericuara ;11;48,00;15,28;10;25;5;16,60;5,81;2,49;;0,02;0,05;0,02
PO1;Pericuara ;14;48,00;15,28;10,00;48,00;15,00;11,00;6,38;2,75;;0,02;0,05;0,02
PL110;Pericuara ;20;48,00;15,28;15,00;20,00;5,00;18,70;6,55;3,74;;0,02;0,05;0,03
PL35 ;Pericuara ;5B;48,00;15,28;10,00;20,00;10,00;22,30;6,69;4,46;;0,02;0,06;0,04
PL26;Pericuara ;10;48,00;15,28;10,00;20,00;10,00;23,00;6,90;4,60;;0,02;0,06;0,04
PL92;Pericuara ;5;48,00;15,28;10,00;30,00;20,00;18,80;7,52;5,64;;0,02;0,06;0,05
PL128;Pericuara ;14;48,00;15,28;10,00;35,00;0,00;17,80;8,01;1,78;2;0,02;0,07;0,01
PL101;Pericuara ;8;48,00;15,28;10,00;35,00;0,00;19,00;8,55;1,90;2;0,02;0,07;0,02
PL34;Pericuara ;31;48,00;15,28;10,00;50,00;10,00;14,40;8,64;2,88;2;0,02;0,07;0,02
PL101;Pericuara ;4;48,00;15,28;10,00;30,00;5,00;21,70;8,68;3,26;2;0,02;0,07;0,03
PL54;Pericuara ;6;48,00;15,28;10,00;40,00;0,00;17,60;8,80;1,76;2;0,02;0,07;0,01
PL145;Pericuara ;27;48;15,28;10;45;20;17,15;9,43;5,15;;0,02;0,08;0,04
PO6;Pericuara ;20;48,00;15,28;15,00;65,00;30,00;12,10;9,68;5,45;1;0,02;0,08;0,05
PL54;Pericuara ;11;48,00;15,28;10,00;35,00;5,00;21,60;9,72;3,24;;0,02;0,08;0,03
PL30;Pericuara ;2;48,00;15,28;10,00;50,00;5,00;17,10;10,26;2,57;;0,02;0,09;0,02
PL164;Pericuara ;16;48,10;15,31;10;30;15;16,46;6,58;4,12;;0,02;0,05;0,03
PL160;Pericuara ;7;48,10;15,31;10;35;15;15,97;7,19;3,99;2;0,02;0,06;0,03
PL51;Pericuara ;1;48,10;15,31;10,00;55,00;10,00;12,60;8,19;2,52;2;0,02;0,07;0,02
PL123;Pericuara ;1;48,10;15,31;10,00;55,00;10,00;12,60;8,19;2,52;2;0,02;0,07;0,02
PL39;Pericuara ;43;48,10;15,31;10,00;50,00;5,00;14,60;8,76;2,19;;0,02;0,07;0,02
PL148;Pericuara ;40;48,1;15,31;10;40;20;18,96;9,48;5,69;;0,02;0,08;0,05
PL58;Pericuara ;2;48,10;15,31;10,00;65,00;10,00;14,40;10,80;2,88;;0,02;0,09;0,02
PL154;Pericuara ;38;48,1;15,31;10;50;25;21,36;12,82;7,48;;0,02;0,11;0,06
PL154;Pericuara ;49;48,1;15,31;10;50;20;21,68;13,01;6,50;;0,02;0,11;0,05
PL34;Pericuara ;1;48,20;15,34;10,00;40,00;15,00;13,60;6,80;3,40;;0,02;0,06;0,03
PL145;Pericuara ;3;48,20;15,34;10;35;15;17,22;7,75;4,31;2;0,02;0,06;0,04
PL54;Pericuara ;5;48,20;15,34;10,00;30,00;5,00;19,60;7,84;2,94;;0,02;0,07;0,02
PL39;Pericuara ;9;48,20;15,34;10,00;30,00;5,00;19,60;7,84;2,94;2;0,02;0,07;0,02
PL138;Pericuara ;16;48,2;15,34;10;40;20;16,2;8,10;4,86;;0,02;0,07;0,04
PL151;Pericuara ;2;48,2;15,34;10;40;15;16,52;8,26;4,13;;0,02;0,07;0,03
PL33;Pericuara ;26;48,20;15,34;10,00;40,00;0,00;18,70;9,35;1,87;2;0,02;0,08;0,02
PL151;Pericuara ;22;48,2;15,34;10;45;20;18,56;10,21;5,57;2;0,02;0,09;0,05
PL150;Pericuara ;1;48,2;15,34;10;50;25;17,6;10,56;6,16;2;0,02;0,09;0,05
PL69;Pericuara ;22;48,20;15,34;10,00;55,00;0,00;17,00;11,05;1,70;;0,02;0,09;0,01
PL95;Pericuara ;14;48,30;15,37;10,00;10,00;5,00;19,30;3,86;2,90;;0,02;0,03;0,02
PL7;Pericuara ;16;48,30;15,37;10,00;15,00;9,00;17,40;4,35;3,31;;0,02;0,04;0,03
PL39;Pericuara ;14;48,30;15,37;10,00;31,00;10,00;11,70;4,80;2,34;;0,02;0,04;0,02
PL143;Pericuara ;22;48,3;15,37;10;40,00;20,00;15,48;7,74;4,64;2;0,02;0,06;0,04
PL166;Pericuara ;1;48,3;15,37;10;35;15;17,45;7,85;4,36;;0,02;0,07;0,04
PL157;Pericuara ;8;48,3;15,37;10;35;15;18,54;8,34;4,64;2;0,02;0,07;0,04
PL152;Pericuara ;35;48,3;15,37;10;30;10;20,98;8,39;4,20;;0,02;0,07;0,04
PL98;Pericuara ;18;48,30;15,37;10,00;30,00;0,00;21,30;8,52;2,13;2;0,02;0,07;0,02
PL3;Pericuara ;27;48,30;15,37;10,00;50,00;0,00;15,30;9,18;1,53;2;0,02;0,08;0,01
PL167;Pericuara ;50;48,3;15,37;10;45;20;17,54;9,65;5,26;;0,02;0,08;0,04
PL147;Pericuara ;26;48,3;15,37;10;55;20;18,98;12,34;5,69;2;0,02;0,10;0,05
PL6;Pericuara ;35;48,30;15,37;10,00;50,00;10,00;24,62;14,77;4,92;2;0,02;0,12;0,04
PL170;Pericuara ;20;48,37;15,40;10,00;25,00;10,00;17,96;6,29;3,59;;0,02;0,05;0,03
PL144;Pericuara ;41;48,4;15,41;10;20;10;15,32;4,60;3,06;;0,02;0,04;0,03
PL155;Pericuara ;32;48,4;15,41;10;20;10;15,67;4,70;3,13;;0,02;0,04;0,03
PL142;Pericuara ;9;48,40;15,41;10;35;15;16,52;7,43;4,13;;0,02;0,06;0,03
PL134;Pericuara ;23;48,4;15,41;10;35;15;18,27;8,22;4,57;;0,02;0,07;0,04
PL145;Pericuara ;2;48,40;15,41;10;40;25;16,52;8,26;5,78;;0,02;0,07;0,05
PL133;Pericuara ;26;48,4;15,41;10;50;25;14,86;8,92;5,20;;0,02;0,08;0,04
PL158;Pericuara ;6;48,40;15,41;10;40;20;18,77;9,39;5,63;2;0,02;0,08;0,05
PL169;Pericuara ;26;48,4;15,41;10;45;20;17,4;9,57;5,22;;0,02;0,08;0,04
PL152;Pericuara ;16;48,4;15,41;10;45;20;17,65;9,71;5,30;2;0,02;0,08;0,04
PL27;Pericuara ;5;48,40;15,41;10,00;45,00;0,00;17,70;9,74;1,77;2;0,02;0,08;0,01
PL135;Pericuara ;4;48,4;15,41;10;50;25;17,85;10,71;6,25;;0,02;0,09;0,05
PL40;Pericuara ;11;48,50;15,44;10,00;30,00;10,00;10,50;4,20;2,10;;0,02;0,04;0,02
PL166;Pericuara ;12;48,5;15,44;10;10;5;21,66;4,33;3,25;;0,02;0,04;0,03
PL3;Pericuara ;29;48,50;15,44;10,00;35,00;0,00;16,00;7,20;1,60;3;0,02;0,06;0,01
PL9;Pericuara ;10;48,50;15,44;10,00;40,00;30,00;14,66;7,33;5,86;2;0,02;0,06;0,05
PL51;Pericuara ;21;48,50;15,44;10,00;40,00;5,00;15,40;7,70;2,31;2;0,02;0,07;0,02
PL123;Pericuara ;21;48,50;15,44;10,00;40,00;5,00;15,40;7,70;2,31;2;0,02;0,07;0,02
PL150;Pericuara ;18;48,5;15,44;10;35;15;17,25;7,76;4,31;;0,02;0,07;0,04
PL156;Pericuara ;1;48,5;15,44;10;35;15;17,62;7,93;4,41;2;0,02;0,07;0,04
PL133;Pericuara ;65;48,5;15,44;10;35;15;19,32;8,69;4,83;;0,02;0,07;0,04
PL156;Pericuara ;38;48,5;15,44;10;40;20;19,2;9,60;5,76;;0,02;0,08;0,05
PL168;Pericuara ;31;48,5;15,44;10;45;20;19,49;10,72;5,85;;0,02;0,09;0,05
PL34;Pericuara ;38;48,50;15,44;10,00;48,00;10,00;18,50;10,73;3,70;;0,02;0,09;0,03
PL159;Pericuara ;2;48,60;15,47;10;30;15;15,36;6,14;3,84;;0,02;0,05;0,03
PL142;Pericuara ;2;48,60;15,47;10;30;15;17,37;6,95;4,34;;0,02;0,06;0,04
PL84;Pericuara ;13;48,60;15,47;10,00;30,00;10,00;17,33;6,93;3,47;;0,02;0,06;0,03
PL84;Pericuara ;13;48,60;15,47;10,00;30,00;10,00;17,28;6,91;3,46;;0,02;0,06;0,03
PL39;Pericuara ;24;48,60;15,47;10,00;30,00;10,00;19,80;7,92;3,96;;0,02;0,07;0,03
PL144;Pericuara ;1;48,6;15,47;10;45;25;17,12;9,42;5,99;2;0,02;0,08;0,05
PL159;Pericuara ;20;48,6;15,47;10;40,00;20,00;20,84;10,42;6,25;;0,02;0,09;0,05
PL33;Pericuara ;23;48,60;15,47;10,00;40,00;0,00;22,00;11,00;2,20;2;0,02;0,09;0,02
PL156;Pericuara ;4;48,7;15,50;10;15;5;17,72;4,43;2,66;;0,02;0,04;0,02
PL146;Pericuara ;7;48,7;15,50;10;40;15;12;6,00;3,00;;0,02;0,05;0,03
PL140;Pericuara ;11;48,70;15,50;10;26;10;20,43;7,35;4,09;;0,02;0,06;0,03
PL166;Pericuara ;23;48,7;15,50;10;45;15;14,9;8,20;3,73;;0,02;0,07;0,03
PL39;Pericuara ;22;48,70;15,50;10,00;30,00;5,00;20,80;8,32;3,12;;0,02;0,07;0,03
PL3;Pericuara ;30;48,70;15,50;10,00;50,00;5,00;16,00;9,60;2,40;2;0,02;0,08;0,02
PL29;Pericuara ;13;48,70;15,50;10,00;45,00;0,00;20,50;11,28;2,05;2;0,02;0,10;0,02
PL136;Pericuara ;14;48,80;15,53;10;25;10;18,36;6,43;3,67;;0,02;0,06;0,03
PL27;Pericuara ;21;48,80;15,53;10,00;20,00;0,00;23,10;6,93;2,31;2;0,02;0,06;0,02
PL168;Pericuara ;26;48,8;15,53;10;35;15;19,35;8,71;4,84;;0,02;0,07;0,04
PL3;Pericuara ;14;48,80;15,53;10,00;30,00;5,00;21,90;8,76;3,29;;0,02;0,08;0,03
PL129;Pericuara ;2;48,80;15,53;10,00;45,00;0,00;17,30;9,52;1,73;;0,02;0,08;0,01
PL129;Pericuara ;2;48,80;15,53;10;45;0;17,3;9,52;1,73;;0,02;0,08;0,01
PL165;Pericuara ;30;48,8;15,53;10;45;25;17,82;9,80;6,24;2;0,02;0,08;0,05
PL37;Pericuara ;48;48,90;15,57;10,00;15,00;10,00;23,95;5,99;4,79;;0,02;0,05;0,04
PL166;Pericuara ;22;48,9;15,57;10;35;15;17,37;7,82;4,34;;0,02;0,07;0,04
PL156;Pericuara ;15;48,90;15,57;10;35;17;18,40;8,28;4,97;;0,02;0,07;0,04
PL145;Pericuara ;4;48,9;15,57;10;40;20;17,20;8,60;5,16;;0,02;0,07;0,04
PL149;Pericuara ;31;48,9;15,57;10;40;20;17,7;8,85;5,31;;0,02;0,08;0,05
PL158;Pericuara ;37;48,9;15,57;10;50;20;18,19;10,91;5,46;;0,02;0,09;0,05
PL148;Pericuara ;58;49;15,60;10;35;15;18;8,10;4,50;;0,02;0,07;0,04
PL148;Pericuara ;5;49;15,60;10;40;20;17,26;8,63;5,18;;0,02;0,07;0,04
PO125;Pericuara ;10;49,00;15,60;10,00;35,00;0,00;19,80;8,91;1,98;2;0,02;0,08;0,02
PL134;Pericuara ;37;49;15,60;10;50;25;16,52;9,91;5,78;;0,02;0,09;0,05
PL158;Pericuara ;8;49,00;15,60;10;55;30;15,90;10,34;6,36;;0,02;0,09;0,05
PL150;Pericuara ;4;49,1;15,63;10;20;10;17;5,10;3,40;;0,02;0,04;0,03
PL143;Pericuara ;30;49,1;15,63;10;30;10;14,52;5,81;2,90;2;0,02;0,05;0,03
PL110;Pericuara ;17;49,10;15,63;10,00;25,00;10,00;21,40;7,49;4,28;;0,02;0,06;0,04
PL9;Pericuara ;27;49,10;15,63;10,00;35,00;25,00;17,00;7,65;5,95;2;0,02;0,07;0,05
PL138;Pericuara ;2;49,10;15,63;10;45;20;14,46;7,95;4,34;;0,02;0,07;0,04
PL169;Pericuara ;31;49,1;15,63;10;35;15;18,36;8,26;4,59;2;0,02;0,07;0,04
PL142;Pericuara ;37;49,1;15,63;10;45;25;15,34;8,44;5,37;;0,02;0,07;0,05
PL145;Pericuara ;36;49,1;15,63;10;35;15;19,25;8,66;4,81;;0,02;0,08;0,04
PL29;Pericuara ;33;49,10;15,63;10,00;37,00;0,00;19,10;8,98;1,91;2;0,02;0,08;0,02
PL167;Pericuara ;51;49,1;15,63;10;40;20;18,24;9,12;5,47;2;0,02;0,08;0,05
PL135;Pericuara ;38;49,1;15,63;10;40;20;19,66;9,83;5,90;;0,02;0,09;0,05
PL37;Pericuara ;5;49,20;15,66;10,00;10,00;0,00;15,30;3,06;1,53;2;0,02;0,03;0,01
PL37;Pericuara ;12;49,20;15,66;10,00;15,00;10,00;18,80;4,70;3,76;;0,02;0,04;0,03
PL134;Pericuara ;8;49,20;15,66;10;30;15;15,30;6,12;3,83;;0,02;0,05;0,03
PL7;Pericuara ;18;49,20;15,66;10,00;30,00;10,00;17,30;6,92;3,46;2;0,02;0,06;0,03
PL166;Pericuara ;3;49,2;15,66;10;30;10;19,92;7,97;3,98;;0,02;0,07;0,03
PL134;Pericuara ;29;49,2;15,66;10;40;20;16,88;8,44;5,06;;0,02;0,07;0,04
PL27;Pericuara ;3;49,20;15,66;10,00;45,00;0,00;15,80;8,69;1,58;2;0,02;0,08;0,01
PL34;Pericuara ;26;49,20;15,66;10,00;50,00;0,00;14,50;8,70;1,45;2;0,02;0,08;0,01
PL159;Pericuara ;4;49,2;15,66;10;35;20;19,39;8,73;5,82;2;0,02;0,08;0,05
PL158;Pericuara ;21;49,20;15,66;10;35,00;15,00;19,54;8,79;4,89;;0,02;0,08;0,04
PL153;Pericuara ;15;49,2;15,66;10;40;20;18,9;9,45;5,67;;0,02;0,08;0,05
PL149;Pericuara ;27;49,2;15,66;10;40;20;19,64;9,82;5,89;;0,02;0,09;0,05
PL160;Pericuara ;17;49,20;15,66;10;50,00;20,00;16,55;9,93;4,97;;0,02;0,09;0,04
PL165;Pericuara ;32;49,2;15,66;10;55;20;16,32;10,61;4,90;;0,02;0,09;0,04
PL33;Pericuara ;15;49,20;15,66;10,00;50,00;15,00;21,10;12,66;5,28;;0,02;0,11;0,05
PO11;Pericuara ;12;49,30;15,69;10,00;20,00;0,00;17,50;5,25;1,75;;0,02;0,05;0,02
PL148;Pericuara ;55;49,3;15,69;10;25;10;18,15;6,35;3,63;2;0,02;0,06;0,03
PL138;Pericuara ;17;49,3;15,69;10;35;15;16,5;7,43;4,13;;0,02;0,06;0,04
PL7;Pericuara ;2;49,30;15,69;10,00;30,00;10,00;20,00;8,00;4,00;;0,02;0,07;0,03
PL159;Pericuara ;16;49,30;15,69;10;40,00;20,00;16,72;8,36;5,02;2;0,02;0,07;0,04
PL168;Pericuara ;22;49,3;15,69;10;45;20;16,14;8,88;4,84;;0,02;0,08;0,04
PL153;Pericuara ;34;49,3;15,69;10;50;25;14,84;8,90;5,19;;0,02;0,08;0,05
PL164;Pericuara ;3;49,30;15,69;10;35;10;20,22;9,10;4,04;;0,02;0,08;0,04
PL91;Pericuara ;9;49,30;15,69;10,00;50,00;0,00;15,20;9,12;1,52;2;0,02;0,08;0,01
PL152;Pericuara ;33;49,3;15,69;10;40;20;18,4;9,20;5,52;;0,02;0,08;0,05
PL166;Pericuara ;24;49,3;15,69;10;50;25;16,4;9,84;5,74;;0,02;0,09;0,05
PO126;Pericuara ;11;49,30;15,69;10;45;20;20,7;11,39;6,21;;0,02;0,10;0,05
PL35 ;Pericuara ;8;49,40;15,72;10,00;10,00;5,00;20,00;4,00;3,00;;0,02;0,04;0,03
PL158;Pericuara ;31;49,4;15,72;10;30;0;13,33;5,33;1,33;;0,02;0,05;0,01
PL167;Pericuara ;40;49,4;15,72;10;20;10;18,94;5,68;3,79;2;0,02;0,05;0,03
PL169;Pericuara ;51;49,4;15,72;10;25;10;16,31;5,71;3,26;;0,02;0,05;0,03
PO122;Pericuara ;27;49,40;15,72;10,00;20,00;0,00;19,50;5,85;1,95;2;0,02;0,05;0,02
PO126;Pericuara ;18;49,4;15,72;10;30;15;18,45;7,38;4,61;;0,02;0,06;0,04
PL128;Pericuara ;2;49,40;15,72;10,00;25,00;5,00;22,80;7,98;3,42;;0,02;0,07;0,03
PL51;Pericuara ;26;49,40;15,72;10,00;60,00;10,00;13,00;9,10;2,60;;0,02;0,08;0,02
PL123;Pericuara ;26;49,40;15,72;10,00;60,00;10,00;13,00;9,10;2,60;;0,02;0,08;0,02
PL135;Pericuara ;39;49,4;15,72;10;40;20;18,52;9,26;5,56;;0,02;0,08;0,05
PL127;Pericuara ;19;49,40;15,72;10,00;50,00;5,00;17,60;10,56;2,64;;0,02;0,09;0,02
PL160;Pericuara ;35;49,5;15,76;10;25;5;14,18;4,96;2,13;;0,02;0,04;0,02
PL32;Pericuara ;2;49,50;15,76;10,00;30,00;0,00;13,10;5,24;1,31;3;0,02;0,05;0,01
PL138;Pericuara ;19;49,5;15,76;10;25;10;15,30;5,36;3,06;;0,02;0,05;0,03
PL101;Pericuara ;15;49,50;15,76;10,00;25,00;5,00;16,10;5,64;2,42;2;0,02;0,05;0,02
PL110;Pericuara ;10;49,50;15,76;5,00;30,00;5,00;17,00;5,95;1,70;;0,02;0,05;0,01
PL133;Pericuara ;21;49,50;15,76;10;30;15;17,63;7,05;4,41;2;0,02;0,06;0,04
PL100;Pericuara ;15;49,50;15,76;10,00;42,00;10,00;13,80;7,18;2,76;;0,02;0,06;0,02
PL58;Pericuara ;8;49,50;15,76;10,00;38,00;5,00;16,10;7,73;2,42;;0,02;0,07;0,02
PL51;Pericuara ;8;49,50;15,76;10,00;25,00;5,00;22,10;7,74;3,32;2;0,02;0,07;0,03
PL32;Pericuara ;10;49,50;15,76;10,00;25,00;0,00;22,40;7,84;2,24;;0,02;0,07;0,02
PL167;Pericuara ;56;49,5;15,76;10;40;20;16,52;8,26;4,96;;0,02;0,07;0,04
PL7;Pericuara ;5;49,50;15,76;10,00;40,00;5,00;17,70;8,85;2,66;;0,02;0,08;0,02
PL132;Pericuara ;6;49,50;15,76;10;40;15;17,87;8,94;4,47;;0,02;0,08;0,04
PL9;Pericuara ;13;49,50;15,76;10,00;40,00;35,00;18,70;9,35;8,42;;0,02;0,08;0,07
